Tid (s),Ackumulerad energi (J)
61.995,3.04406194
61.996,3.04411196
61.997,3.04416426
61.998,3.04421439
61.999,3.04426567
62.000,3.04431628
62.001,3.04436902
62.002,3.04441941
62.003,3.04447063
62.004,3.04451979
62.005,3.04457154
62.006,3.04462114
62.007,3.04467147
62.008,3.04472243
62.009,3.04477438
62.010,3.04482506
62.011,3.04487452
62.012,3.04492429
62.013,3.04497644
62.014,3.04502774
62.015,3.04507921
62.016,3.04513086
62.017,3.04518096
62.018,3.04523315
62.019,3.04528452
62.020,3.04533551
62.021,3.04538750
62.022,3.04543851
62.023,3.04548877
62.024,3.04554171
62.025,3.04559276
62.026,3.04564423
62.027,3.04569455
62.028,3.04574442
62.029,3.04579561
62.030,3.04584660
62.031,3.04589795
62.032,3.04594768
62.033,3.04600012
62.034,3.04605122
62.035,3.04610120
62.036,3.04615162
62.037,3.04620362
62.038,3.04625529
62.039,3.04630518
62.040,3.04635559
62.041,3.04640585
62.042,3.04645686
62.043,3.04650539
62.044,3.04655802
62.045,3.04661078
62.046,3.04666107
62.047,3.04671133
62.048,3.04676158
62.049,3.04681279
62.050,3.04686313
62.051,3.04691395
62.052,3.04696352
62.053,3.04701586
62.054,3.04706645
62.055,3.04711744
62.056,3.04716644
62.057,3.04721692
62.058,3.04726749
62.059,3.04731945
62.060,3.04737102
62.061,3.04742222
62.062,3.04747234
62.063,3.04752465
62.064,3.04757586
62.065,3.04762770
62.066,3.04767901
62.067,3.04773106
62.068,3.04777987
62.069,3.04783221
62.070,3.04788441
62.071,3.04793625
62.072,3.04798658
62.073,3.04803516
62.074,3.04808553
62.075,3.04813654
62.076,3.04818899
62.077,3.04823918
62.078,3.04829199
62.079,3.04834358
62.080,3.04839417
62.081,3.04844515
62.082,3.04849711
62.083,3.04854911
62.084,3.04859936
62.085,3.04865141
62.086,3.04870174
62.087,3.04875356
62.088,3.04880522
62.089,3.04885548
62.090,3.04890707
62.091,3.04895927
62.092,3.04900971
62.093,3.04905992
62.094,3.04911086
62.095,3.04916265
62.096,3.04921452
62.097,3.04926532
62.098,3.04931744
62.099,3.04936737
62.100,3.04941910
62.101,3.04947088
62.102,3.04952064
62.103,3.04957192
62.104,3.04962257
62.105,3.04967309
62.106,3.04972425
62.107,3.04977548
62.108,3.04982737
62.109,3.04987826
62.110,3.04992722
62.111,3.04997887
62.112,3.05002951
62.113,3.05008003
62.114,3.05013215
62.115,3.05018305
62.116,3.05023445
62.117,3.05028548
62.118,3.05033632
62.119,3.05038760
62.120,3.05043759
62.121,3.05048965
62.122,3.05054155
62.123,3.05059210
62.124,3.05064252
62.125,3.05069471
62.126,3.05074507
62.127,3.05079675
62.128,3.05084781
62.129,3.05090017
62.130,3.05095108
62.131,3.05100071
62.132,3.05105179
62.133,3.05110264
62.134,3.05115453
62.135,3.05120616
62.136,3.05125744
62.137,3.05130879
62.138,3.05135977
62.139,3.05141068
62.140,3.05146261
62.141,3.05151453
62.142,3.05156631
62.143,3.05161834
62.144,3.05166941
62.145,3.05172157
62.146,3.05177221
62.147,3.05182349
62.148,3.05187521
62.149,3.05192681
62.150,3.05197712
62.151,3.05202959
62.152,3.05208089
62.153,3.05213065
62.154,3.05218220
62.155,3.05223293
62.156,3.05228446
62.157,3.05233457
62.158,3.05238569
62.159,3.05243712
62.160,3.05248748
62.161,3.05253864
62.162,3.05258866
62.163,3.05264009
62.164,3.05269103
62.165,3.05273973
62.166,3.05279097
62.167,3.05284420
62.168,3.05289383
62.169,3.05294545
62.170,3.05299790
62.171,3.05304774
62.172,3.05309797
62.173,3.05315080
62.174,3.05320352
62.175,3.05325531
62.176,3.05330583
62.177,3.05335783
62.178,3.05340986
62.179,3.05346069
62.180,3.05351203
62.181,3.05356417
62.182,3.05361665
62.183,3.05366921
62.184,3.05371906
62.185,3.05376934
62.186,3.05382118
62.187,3.05387347
62.188,3.05392423
62.189,3.05397431
62.190,3.05402476
62.191,3.05407672
62.192,3.05412793
62.193,3.05417878
62.194,3.05422916
62.195,3.05428096
62.196,3.05433413
62.197,3.05438580
62.198,3.05443825
62.199,3.05448905
62.200,3.05453816
62.201,3.05458969
62.202,3.05464090
62.203,3.05469208
62.204,3.05474453
62.205,3.05479499
62.206,3.05484585
62.207,3.05489641
62.208,3.05494818
62.209,3.05499876
62.210,3.05505053
62.211,3.05510214
62.212,3.05515440
62.213,3.05520633
62.214,3.05525626
62.215,3.05530637
62.216,3.05535641
62.217,3.05540868
62.218,3.05546053
62.219,3.05551319
62.220,3.05556492
62.221,3.05561685
62.222,3.05566727
62.223,3.05571971
62.224,3.05577112
62.225,3.05582266
62.226,3.05587201
62.227,3.05592242
62.228,3.05597302
62.229,3.05602355
62.230,3.05607664
62.231,3.05612796
62.232,3.05617903
62.233,3.05622902
62.234,3.05627987
62.235,3.05633189
62.236,3.05638478
62.237,3.05643886
62.238,3.05649164
62.239,3.05654268
62.240,3.05659409
62.241,3.05664311
62.242,3.05669502
62.243,3.05674565
62.244,3.05679625
62.245,3.05684626
62.246,3.05689631
62.247,3.05694787
62.248,3.05699880
62.249,3.05704975
62.250,3.05710099
62.251,3.05715242
62.252,3.05720428
62.253,3.05725521
62.254,3.05730492
62.255,3.05735755
62.256,3.05740909
62.257,3.05745951
62.258,3.05751028
62.259,3.05756133
62.260,3.05761122
62.261,3.05766218
62.262,3.05771406
62.263,3.05776639
62.264,3.05781721
62.265,3.05786691
62.266,3.05791818
62.267,3.05796818
62.268,3.05802035
62.269,3.05807179
62.270,3.05812281
62.271,3.05817418
62.272,3.05822521
62.273,3.05827516
62.274,3.05832634
62.275,3.05837679
62.276,3.05842840
62.277,3.05848073
62.278,3.05853281
62.279,3.05858296
62.280,3.05863378
62.281,3.05868643
62.282,3.05873751
62.283,3.05878706
62.284,3.05883756
62.285,3.05888827
62.286,3.05893871
62.287,3.05898903
62.288,3.05904143
62.289,3.05909070
62.290,3.05914156
62.291,3.05919198
62.292,3.05924339
62.293,3.05929437
62.294,3.05934632
62.295,3.05939654
62.296,3.05944832
62.297,3.05949887
62.298,3.05955227
62.299,3.05960472
62.300,3.05965593
62.301,3.05970461
62.302,3.05975626
62.303,3.05980863
62.304,3.05985961
62.305,3.05991070
62.306,3.05996153
62.307,3.06001252
62.308,3.06006299
62.309,3.06011188
62.310,3.06016111
62.311,3.06021130
62.312,3.06026159
62.313,3.06031280
62.314,3.06036435
62.315,3.06041575
62.316,3.06046739
62.317,3.06051786
62.318,3.06056873
62.319,3.06061933
62.320,3.06066987
62.321,3.06072181
62.322,3.06077136
62.323,3.06082209
62.324,3.06087287
62.325,3.06092419
62.326,3.06097440
62.327,3.06102433
62.328,3.06107446
62.329,3.06112568
62.330,3.06117705
62.331,3.06122770
62.332,3.06127883
62.333,3.06132949
62.334,3.06138223
62.335,3.06143291
62.336,3.06148299
62.337,3.06153420
62.338,3.06158602
62.339,3.06163729
62.340,3.06168842
62.341,3.06173916
62.342,3.06178979
62.343,3.06184042
62.344,3.06189181
62.345,3.06194220
62.346,3.06199235
62.347,3.06204448
62.348,3.06209485
62.349,3.06214589
62.350,3.06219822
62.351,3.06224708
62.352,3.06229637
62.353,3.06234932
62.354,3.06240031
62.355,3.06244988
62.356,3.06250119
62.357,3.06255283
62.358,3.06260335
62.359,3.06265352
62.360,3.06270509
62.361,3.06275615
62.362,3.06280589
62.363,3.06285595
62.364,3.06290638
62.365,3.06295798
62.366,3.06300965
62.367,3.06306087
62.368,3.06311146
62.369,3.06316319
62.370,3.06321381
62.371,3.06326484
62.372,3.06331561
62.373,3.06336761
62.374,3.06341771
62.375,3.06346735
62.376,3.06351821
62.377,3.06356954
62.378,3.06362109
62.379,3.06367222
62.380,3.06372386
62.381,3.06377561
62.382,3.06382600
62.383,3.06387772
62.384,3.06392852
62.385,3.06397887
62.386,3.06402942
62.387,3.06408098
62.388,3.06413118
62.389,3.06418051
62.390,3.06423340
62.391,3.06428348
62.392,3.06433559
62.393,3.06438781
62.394,3.06443999
62.395,3.06449162
62.396,3.06454202
62.397,3.06459258
62.398,3.06464398
62.399,3.06469569
62.400,3.06474842
62.401,3.06479925
62.402,3.06485032
62.403,3.06490007
62.404,3.06495167
62.405,3.06500179
62.406,3.06505103
62.407,3.06510091
62.408,3.06515039
62.409,3.06519930
62.410,3.06524920
62.411,3.06529880
62.412,3.06535029
62.413,3.06540029
62.414,3.06545278
62.415,3.06550400
62.416,3.06555342
62.417,3.06560569
62.418,3.06565661
62.419,3.06570592
62.420,3.06575734
62.421,3.06580815
62.422,3.06586123
62.423,3.06591122
62.424,3.06596229
62.425,3.06601156
62.426,3.06606183
62.427,3.06611333
62.428,3.06616300
62.429,3.06621399
62.430,3.06626602
62.431,3.06631597
62.432,3.06636690
62.433,3.06641696
62.434,3.06646748
62.435,3.06651986
62.436,3.06657104
62.437,3.06662117
62.438,3.06667248
62.439,3.06672287
62.440,3.06677439
62.441,3.06682417
62.442,3.06687448
62.443,3.06692690
62.444,3.06697799
62.445,3.06702858
62.446,3.06707963
62.447,3.06713118
62.448,3.06718304
62.449,3.06723410
62.450,3.06728619
62.451,3.06733703
62.452,3.06738847
62.453,3.06744001
62.454,3.06749139
62.455,3.06754162
62.456,3.06759126
62.457,3.06764246
62.458,3.06769478
62.459,3.06774619
62.460,3.06779813
62.461,3.06784908
62.462,3.06789868
62.463,3.06794919
62.464,3.06800032
62.465,3.06805160
62.466,3.06810205
62.467,3.06815175
62.468,3.06820130
62.469,3.06825495
62.470,3.06830485
62.471,3.06835475
62.472,3.06840570
62.473,3.06845695
62.474,3.06850900
62.475,3.06855996
62.476,3.06861231
62.477,3.06866242
62.478,3.06871488
62.479,3.06876798
62.480,3.06881825
62.481,3.06886970
62.482,3.06891971
62.483,3.06896935
62.484,3.06902152
62.485,3.06907187
62.486,3.06912118
62.487,3.06917347
62.488,3.06922437
62.489,3.06927455
62.490,3.06932484
62.491,3.06937582
62.492,3.06942760
62.493,3.06948098
62.494,3.06953167
62.495,3.06958198
62.496,3.06963344
62.497,3.06968377
62.498,3.06973583
62.499,3.06978837
62.500,3.06984012
62.501,3.06989278
62.502,3.06994506
62.503,3.06999543
62.504,3.07004576
62.505,3.07009648
62.506,3.07014799
62.507,3.07019910
62.508,3.07024978
62.509,3.07030002
62.510,3.07035188
62.511,3.07040196
62.512,3.07045365
62.513,3.07050325
62.514,3.07055421
62.515,3.07060363
62.516,3.07065768
62.517,3.07070736
62.518,3.07075872
62.519,3.07080781
62.520,3.07085777
62.521,3.07090864
62.522,3.07095859
62.523,3.07100854
62.524,3.07105946
62.525,3.07110973
62.526,3.07116152
62.527,3.07121360
62.528,3.07126664
62.529,3.07131634
62.530,3.07136726
62.531,3.07141797
62.532,3.07146946
62.533,3.07152025
62.534,3.07157131
62.535,3.07162413
62.536,3.07167593
62.537,3.07172706
62.538,3.07177804
62.539,3.07182898
62.540,3.07188016
62.541,3.07193097
62.542,3.07198257
62.543,3.07203503
62.544,3.07208579
62.545,3.07213639
62.546,3.07218761
62.547,3.07223943
62.548,3.07228954
62.549,3.07234068
62.550,3.07239121
62.551,3.07244253
62.552,3.07249291
62.553,3.07254312
62.554,3.07259400
62.555,3.07264557
62.556,3.07269560
62.557,3.07274596
62.558,3.07279872
62.559,3.07285084
62.560,3.07290156
62.561,3.07295255
62.562,3.07300347
62.563,3.07305378
62.564,3.07310626
62.565,3.07315654
62.566,3.07320762
62.567,3.07325774
62.568,3.07330667
62.569,3.07335576
62.570,3.07340741
62.571,3.07345728
62.572,3.07350831
62.573,3.07355941
62.574,3.07361079
62.575,3.07366261
62.576,3.07371593
62.577,3.07376669
62.578,3.07381823
62.579,3.07386949
62.580,3.07392023
62.581,3.07397185
62.582,3.07402383
62.583,3.07407569
62.584,3.07412532
62.585,3.07417784
62.586,3.07422882
62.587,3.07427972
62.588,3.07432980
62.589,3.07437997
62.590,3.07443054
62.591,3.07448145
62.592,3.07453340
62.593,3.07458204
62.594,3.07463394
62.595,3.07468495
62.596,3.07473793
62.597,3.07478986
62.598,3.07484317
62.599,3.07489492
62.600,3.07494781
62.601,3.07499828
62.602,3.07505075
62.603,3.07510163
62.604,3.07515380
62.605,3.07520605
62.606,3.07525516
62.607,3.07530723
62.608,3.07535806
62.609,3.07540953
62.610,3.07546188
62.611,3.07551413
62.612,3.07556555
62.613,3.07561592
62.614,3.07566705
62.615,3.07571735
62.616,3.07576690
62.617,3.07581813
62.618,3.07587015
62.619,3.07592174
62.620,3.07597268
62.621,3.07602454
62.622,3.07607675
62.623,3.07612734
62.624,3.07618012
62.625,3.07623142
62.626,3.07628268
62.627,3.07633315
62.628,3.07638344
62.629,3.07643457
62.630,3.07648692
62.631,3.07653718
62.632,3.07658855
62.633,3.07663966
62.634,3.07668832
62.635,3.07673831
62.636,3.07678755
62.637,3.07683797
62.638,3.07688861
62.639,3.07693919
62.640,3.07698862
62.641,3.07704076
62.642,3.07709034
62.643,3.07714173
62.644,3.07719282
62.645,3.07724085
62.646,3.07729133
62.647,3.07734170
62.648,3.07739251
62.649,3.07744309
62.650,3.07749324
62.651,3.07754561
62.652,3.07759620
62.653,3.07764764
62.654,3.07769818
62.655,3.07774996
62.656,3.07779898
62.657,3.07784945
62.658,3.07789914
62.659,3.07795191
62.660,3.07800220
62.661,3.07805203
62.662,3.07810380
62.663,3.07815630
62.664,3.07820593
62.665,3.07825790
62.666,3.07830837
62.667,3.07835972
62.668,3.07841125
62.669,3.07846190
62.670,3.07851214
62.671,3.07856326
62.672,3.07861386
62.673,3.07866661
62.674,3.07871795
62.675,3.07876937
62.676,3.07882004
62.677,3.07887142
62.678,3.07892181
62.679,3.07897352
62.680,3.07902442
62.681,3.07907702
62.682,3.07912856
62.683,3.07918000
62.684,3.07923216
62.685,3.07928372
62.686,3.07933297
62.687,3.07938213
62.688,3.07943349
62.689,3.07948372
62.690,3.07953566
62.691,3.07958488
62.692,3.07963707
62.693,3.07968748
62.694,3.07973826
62.695,3.07978951
62.696,3.07984023
62.697,3.07989156
62.698,3.07994309
62.699,3.07999273
62.700,3.08004359
62.701,3.08009417
62.702,3.08014310
62.703,3.08019297
62.704,3.08024402
62.705,3.08029676
62.706,3.08034832
62.707,3.08039916
62.708,3.08044971
62.709,3.08049995
62.710,3.08054953
62.711,3.08060047
62.712,3.08065021
62.713,3.08070208
62.714,3.08075240
62.715,3.08080394
62.716,3.08085441
62.717,3.08090581
62.718,3.08095642
62.719,3.08100786
62.720,3.08105850
62.721,3.08111079
62.722,3.08116063
62.723,3.08121137
62.724,3.08126240
62.725,3.08131237
62.726,3.08136398
62.727,3.08141376
62.728,3.08146465
62.729,3.08151385
62.730,3.08156441
62.731,3.08161570
62.732,3.08166868
62.733,3.08171914
62.734,3.08176932
62.735,3.08182199
62.736,3.08187390
62.737,3.08192479
62.738,3.08197539
62.739,3.08202592
62.740,3.08207668
62.741,3.08212624
62.742,3.08217899
62.743,3.08222976
62.744,3.08228123
62.745,3.08233064
62.746,3.08238152
62.747,3.08243136
62.748,3.08248451
62.749,3.08253534
62.750,3.08258467
62.751,3.08263497
62.752,3.08268501
62.753,3.08273647
62.754,3.08278829
62.755,3.08284029
62.756,3.08289045
62.757,3.08294233
62.758,3.08299519
62.759,3.08304589
62.760,3.08309538
62.761,3.08314453
62.762,3.08319575
62.763,3.08324731
62.764,3.08329814
62.765,3.08335036
62.766,3.08340039
62.767,3.08345091
62.768,3.08350314
62.769,3.08355335
62.770,3.08360448
62.771,3.08365556
62.772,3.08370690
62.773,3.08375925
62.774,3.08381088
62.775,3.08386128
62.776,3.08391153
62.777,3.08396161
62.778,3.08401363
62.779,3.08406579
62.780,3.08411688
62.781,3.08416789
62.782,3.08421835
62.783,3.08426970
62.784,3.08432059
62.785,3.08437128
62.786,3.08442225
62.787,3.08447249
62.788,3.08452422
62.789,3.08457454
62.790,3.08462647
62.791,3.08467749
62.792,3.08472796
62.793,3.08477869
62.794,3.08483012
62.795,3.08487998
62.796,3.08493138
62.797,3.08498206
62.798,3.08503306
62.799,3.08508306
62.800,3.08513557
62.801,3.08518683
62.802,3.08523824
62.803,3.08528809
62.804,3.08533578
62.805,3.08538241
62.806,3.08543097
62.807,3.08547823
62.808,3.08552507
62.809,3.08557314
62.810,3.08561955
62.811,3.08566712
62.812,3.08571478
62.813,3.08576180
62.814,3.08580857
62.815,3.08585589
62.816,3.08590196
62.817,3.08595061
62.818,3.08599807
62.819,3.08604576
62.820,3.08609142
62.821,3.08613914
62.822,3.08618617
62.823,3.08623429
62.824,3.08628191
62.825,3.08632966
62.826,3.08637728
62.827,3.08642634
62.828,3.08647345
62.829,3.08652026
62.830,3.08656723
62.831,3.08661474
62.832,3.08666298
62.833,3.08671094
62.834,3.08675734
62.835,3.08680343
62.836,3.08685080
62.837,3.08689658
62.838,3.08694450
62.839,3.08699089
62.840,3.08703745
62.841,3.08708344
62.842,3.08713043
62.843,3.08717767
62.844,3.08722388
62.845,3.08726918
62.846,3.08731696
62.847,3.08736344
62.848,3.08740984
62.849,3.08745807
62.850,3.08750668
62.851,3.08755390
62.852,3.08760080
62.853,3.08764936
62.854,3.08769669
62.855,3.08774510
62.856,3.08778995
62.857,3.08783703
62.858,3.08788457
62.859,3.08793168
62.860,3.08797928
62.861,3.08802758
62.862,3.08807478
62.863,3.08812028
62.864,3.08816789
62.865,3.08821431
62.866,3.08826147
62.867,3.08830974
62.868,3.08835471
62.869,3.08840285
62.870,3.08845047
62.871,3.08849749
62.872,3.08854479
62.873,3.08859351
62.874,3.08864150
62.875,3.08868843
62.876,3.08873442
62.877,3.08878040
62.878,3.08882661
62.879,3.08887406
62.880,3.08892280
62.881,3.08896905
62.882,3.08901649
62.883,3.08906422
62.884,3.08911009
62.885,3.08915729
62.886,3.08920348
62.887,3.08925122
62.888,3.08929868
62.889,3.08934598
62.890,3.08939238
62.891,3.08943993
62.892,3.08948670
62.893,3.08953448
62.894,3.08958178
62.895,3.08962769
62.896,3.08967366
62.897,3.08972136
62.898,3.08976846
62.899,3.08981550
62.900,3.08986247
62.901,3.08990831
62.902,3.08995591
62.903,3.09000298
62.904,3.09005015
62.905,3.09009770
62.906,3.09014427
62.907,3.09019179
62.908,3.09023750
62.909,3.09028339
62.910,3.09033106
62.911,3.09037613
62.912,3.09042360
62.913,3.09047182
62.914,3.09051969
62.915,3.09056702
62.916,3.09061297
62.917,3.09066222
62.918,3.09070935
62.919,3.09075633
62.920,3.09080279
62.921,3.09084851
62.922,3.09089501
62.923,3.09094302
62.924,3.09098996
62.925,3.09103601
62.926,3.09108372
62.927,3.09113012
62.928,3.09117696
62.929,3.09122421
62.930,3.09127296
62.931,3.09132051
62.932,3.09136646
62.933,3.09141473
62.934,3.09145974
62.935,3.09150594
62.936,3.09155337
62.937,3.09159926
62.938,3.09164657
62.939,3.09169301
62.940,3.09174047
62.941,3.09178824
62.942,3.09183628
62.943,3.09188425
62.944,3.09193257
62.945,3.09197854
62.946,3.09202651
62.947,3.09207448
62.948,3.09212157
62.949,3.09216862
62.950,3.09221453
62.951,3.09226111
62.952,3.09230761
62.953,3.09235427
62.954,3.09240015
62.955,3.09244751
62.956,3.09249467
62.957,3.09254090
62.958,3.09258726
62.959,3.09263458
62.960,3.09268145
62.961,3.09272825
62.962,3.09277576
62.963,3.09282146
62.964,3.09286844
62.965,3.09291670
62.966,3.09296305
62.967,3.09301086
62.968,3.09305652
62.969,3.09310334
62.970,3.09315116
62.971,3.09319702
62.972,3.09324240
62.973,3.09328974
62.974,3.09333505
62.975,3.09338180
62.976,3.09343020
62.977,3.09347557
62.978,3.09352316
62.979,3.09357135
62.980,3.09362000
62.981,3.09366782
62.982,3.09371616
62.983,3.09376364
62.984,3.09381012
62.985,3.09385887
62.986,3.09390661
62.987,3.09395206
62.988,3.09399963
62.989,3.09404756
62.990,3.09409496
62.991,3.09414271
62.992,3.09418958
62.993,3.09423697
62.994,3.09428228
62.995,3.09432995
62.996,3.09437530
62.997,3.09442244
62.998,3.09447036
62.999,3.09451629
63.000,3.09456221
63.001,3.09461013
63.002,3.09465624
63.003,3.09470393
63.004,3.09475009
63.005,3.09479715
63.006,3.09484358
63.007,3.09488932
63.008,3.09493667
63.009,3.09498398
63.010,3.09503122
63.011,3.09507872
63.012,3.09512565
63.013,3.09517116
63.014,3.09521716
63.015,3.09526461
63.016,3.09531076
63.017,3.09535673
63.018,3.09540293
63.019,3.09544977
63.020,3.09549695
63.021,3.09554169
63.022,3.09558862
63.023,3.09563449
63.024,3.09568152
63.025,3.09572944
63.026,3.09577701
63.027,3.09582439
63.028,3.09587233
63.029,3.09591933
63.030,3.09596508
63.031,3.09601225
63.032,3.09605889
63.033,3.09610642
63.034,3.09615396
63.035,3.09619877
63.036,3.09624668
63.037,3.09629224
63.038,3.09633963
63.039,3.09638658
63.040,3.09643364
63.041,3.09648128
63.042,3.09652871
63.043,3.09657522
63.044,3.09662147
63.045,3.09666748
63.046,3.09671421
63.047,3.09676297
63.048,3.09680980
63.049,3.09685623
63.050,3.09690334
63.051,3.09694944
63.052,3.09699600
63.053,3.09704390
63.054,3.09709178
63.055,3.09713829
63.056,3.09718706
63.057,3.09723401
63.058,3.09728098
63.059,3.09732827
63.060,3.09737922
63.061,3.09742935
63.062,3.09748154
63.063,3.09753296
63.064,3.09758388
63.065,3.09763335
63.066,3.09768497
63.067,3.09773582
63.068,3.09778781
63.069,3.09783809
63.070,3.09788803
63.071,3.09794009
63.072,3.09799144
63.073,3.09804235
63.074,3.09809441
63.075,3.09814468
63.076,3.09819530
63.077,3.09824620
63.078,3.09829646
63.079,3.09834590
63.080,3.09839667
63.081,3.09844605
63.082,3.09849756
63.083,3.09854968
63.084,3.09860044
63.085,3.09865372
63.086,3.09870533
63.087,3.09875645
63.088,3.09880801
63.089,3.09885929
63.090,3.09890991
63.091,3.09896157
63.092,3.09901240
63.093,3.09906343
63.094,3.09911560
63.095,3.09916640
63.096,3.09921705
63.097,3.09926683
63.098,3.09931735
63.099,3.09936807
63.100,3.09941923
63.101,3.09946970
63.102,3.09952100
63.103,3.09957095
63.104,3.09962295
63.105,3.09967212
63.106,3.09972352
63.107,3.09977390
63.108,3.09982352
63.109,3.09987324
63.110,3.09992522
63.111,3.09997644
63.112,3.10002709
63.113,3.10007660
63.114,3.10012747
63.115,3.10017821
63.116,3.10023044
63.117,3.10028181
63.118,3.10033257
63.119,3.10038397
63.120,3.10043379
63.121,3.10048593
63.122,3.10053737
63.123,3.10058862
63.124,3.10064037
63.125,3.10069229
63.126,3.10074248
63.127,3.10079441
63.128,3.10084420
63.129,3.10089479
63.130,3.10094492
63.131,3.10099778
63.132,3.10104915
63.133,3.10110009
63.134,3.10115106
63.135,3.10120343
63.136,3.10125608
63.137,3.10130806
63.138,3.10135999
63.139,3.10141188
63.140,3.10146313
63.141,3.10151217
63.142,3.10156462
63.143,3.10161694
63.144,3.10166721
63.145,3.10171795
63.146,3.10176858
63.147,3.10181909
63.148,3.10186962
63.149,3.10192014
63.150,3.10197261
63.151,3.10202293
63.152,3.10207225
63.153,3.10212507
63.154,3.10217711
63.155,3.10222760
63.156,3.10227830
63.157,3.10232969
63.158,3.10238071
63.159,3.10242918
63.160,3.10247926
63.161,3.10252762
63.162,3.10258073
63.163,3.10263064
63.164,3.10268109
63.165,3.10273175
63.166,3.10278293
63.167,3.10283392
63.168,3.10288654
63.169,3.10293946
63.170,3.10299109
63.171,3.10304061
63.172,3.10309222
63.173,3.10314235
63.174,3.10319506
63.175,3.10324691
63.176,3.10329859
63.177,3.10335026
63.178,3.10340108
63.179,3.10345296
63.180,3.10350453
63.181,3.10355558
63.182,3.10360487
63.183,3.10365493
63.184,3.10370657
63.185,3.10375859
63.186,3.10380794
63.187,3.10385864
63.188,3.10390787
63.189,3.10395785
63.190,3.10400883
63.191,3.10405878
63.192,3.10411052
63.193,3.10416125
63.194,3.10421264
63.195,3.10426392
63.196,3.10431211
63.197,3.10436145
63.198,3.10441145
63.199,3.10446203
63.200,3.10451220
63.201,3.10456261
63.202,3.10461361
63.203,3.10466614
63.204,3.10471735
63.205,3.10476682
63.206,3.10481849
63.207,3.10487070
63.208,3.10492133
63.209,3.10497230
63.210,3.10502550
63.211,3.10507718
63.212,3.10512761
63.213,3.10517914
63.214,3.10522978
63.215,3.10528053
63.216,3.10533135
63.217,3.10538169
63.218,3.10543328
63.219,3.10548534
63.220,3.10553585
63.221,3.10558657
63.222,3.10563652
63.223,3.10568830
63.224,3.10573958
63.225,3.10579107
63.226,3.10584366
63.227,3.10589423
63.228,3.10594446
63.229,3.10599581
63.230,3.10604686
63.231,3.10609787
63.232,3.10614856
63.233,3.10620032
63.234,3.10625069
63.235,3.10630350
63.236,3.10635483
63.237,3.10640574
63.238,3.10645619
63.239,3.10650701
63.240,3.10655723
63.241,3.10660674
63.242,3.10665863
63.243,3.10670957
63.244,3.10675995
63.245,3.10681108
63.246,3.10686363
63.247,3.10691424
63.248,3.10696565
63.249,3.10701650
63.250,3.10706634
63.251,3.10711496
63.252,3.10716561
63.253,3.10721694
63.254,3.10726718
63.255,3.10731769
63.256,3.10736921
63.257,3.10742048
63.258,3.10747071
63.259,3.10752089
63.260,3.10757056
63.261,3.10762179
63.262,3.10767312
63.263,3.10772446
63.264,3.10777412
63.265,3.10782422
63.266,3.10787368
63.267,3.10792481
63.268,3.10797627
63.269,3.10802580
63.270,3.10807673
63.271,3.10812781
63.272,3.10818024
63.273,3.10823107
63.274,3.10828227
63.275,3.10833392
63.276,3.10838572
63.277,3.10843542
63.278,3.10848690
63.279,3.10853832
63.280,3.10858904
63.281,3.10863820
63.282,3.10868923
63.283,3.10874142
63.284,3.10879242
63.285,3.10884430
63.286,3.10889588
63.287,3.10894782
63.288,3.10899939
63.289,3.10905040
63.290,3.10910078
63.291,3.10915139
63.292,3.10920172
63.293,3.10925247
63.294,3.10930294
63.295,3.10935648
63.296,3.10940883
63.297,3.10945907
63.298,3.10950901
63.299,3.10955978
63.300,3.10961083
63.301,3.10966188
63.302,3.10971196
63.303,3.10976394
63.304,3.10981546
63.305,3.10986594
63.306,3.10991606
63.307,3.10996796
63.308,3.11001866
63.309,3.11006761
63.310,3.11011789
63.311,3.11016817
63.312,3.11021911
63.313,3.11026995
63.314,3.11031899
63.315,3.11036858
63.316,3.11041798
63.317,3.11046768
63.318,3.11052065
63.319,3.11057264
63.320,3.11062336
63.321,3.11067331
63.322,3.11072427
63.323,3.11077525
63.324,3.11082567
63.325,3.11087551
63.326,3.11092514
63.327,3.11097498
63.328,3.11102752
63.329,3.11107889
63.330,3.11112937
63.331,3.11117884
63.332,3.11122989
63.333,3.11128058
63.334,3.11133242
63.335,3.11138303
63.336,3.11143580
63.337,3.11148745
63.338,3.11154092
63.339,3.11159238
63.340,3.11164250
63.341,3.11169218
63.342,3.11174340
63.343,3.11179329
63.344,3.11184527
63.345,3.11189697
63.346,3.11194819
63.347,3.11199978
63.348,3.11204991
63.349,3.11210228
63.350,3.11215249
63.351,3.11220330
63.352,3.11225400
63.353,3.11230491
63.354,3.11235535
63.355,3.11240775
63.356,3.11245836
63.357,3.11250905
63.358,3.11255946
63.359,3.11261076
63.360,3.11266094
63.361,3.11271195
63.362,3.11276426
63.363,3.11281516
63.364,3.11286600
63.365,3.11291519
63.366,3.11296597
63.367,3.11301779
63.368,3.11306764
63.369,3.11311890
63.370,3.11316993
63.371,3.11322122
63.372,3.11327214
63.373,3.11332318
63.374,3.11337337
63.375,3.11342513
63.376,3.11347553
63.377,3.11352765
63.378,3.11357838
63.379,3.11362843
63.380,3.11368044
63.381,3.11372998
63.382,3.11378117
63.383,3.11383317
63.384,3.11388360
63.385,3.11393427
63.386,3.11398771
63.387,3.11403854
63.388,3.11408983
63.389,3.11414089
63.390,3.11419065
63.391,3.11424090
63.392,3.11429298
