Level	Date and Time	Source	Event ID	Task Category
Information	10-10-2021 13:31:37	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\WINDOWS\system32\Microsoft\Protect\Recovery\Recovery.dat was cleared updating 1 keys and creating 1 modified pages.
Warning	10-10-2021 13:31:34	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	10-10-2021 13:31:34	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	10-10-2021 13:31:28	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Information	10-10-2021 13:23:33	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Warning	10-10-2021 13:17:15	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\Ramesh Lal SID (S-1-5-21-38077573-387163758-1783380300-1001) from address LocalHost (Using LRPC) running in the application container Microsoft.WindowsTerminal_1.10.2714.0_x64__8wekyb3d8bbwe SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	10-10-2021 12:01:14	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	10-10-2021 12:01:08	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	10-10-2021 12:00:00	EventLog	6013	None	The system uptime is 340336 seconds.
Information	10-10-2021 11:42:48	Microsoft-Windows-WindowsUpdateClient	19	Windows Update Agent	Installation Successful: Windows successfully installed the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.351.131.0)
Information	10-10-2021 11:42:22	Microsoft-Windows-WindowsUpdateClient	43	Windows Update Agent	Installation Started: Windows has started installing the following update: Security Intelligence Update for Microsoft Defender Antivirus - KB2267602 (Version 1.351.131.0)
Information	10-10-2021 11:42:22	Microsoft-Windows-WindowsUpdateClient	44	Windows Update Agent	Windows Update started downloading an update.
Information	10-10-2021 11:36:41	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\svchost.exe (process ID:1564) reset policy scheme from {48684d4a-8524-4093-8a63-ea7132b79c1c} to {48684d4a-8524-4093-8a63-ea7132b79c1c}
Information	10-10-2021 11:36:40	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	10-10-2021 11:36:32	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\svchost.exe (process ID:1564) reset policy scheme from {48684d4a-8524-4093-8a63-ea7132b79c1c} to {48684d4a-8524-4093-8a63-ea7132b79c1c}
Warning	10-10-2021 11:10:52	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	10-10-2021 10:50:38	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	10-10-2021 10:49:34	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	10-10-2021 10:48:12	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 158 to 160.

Reason: 2"
Information	10-10-2021 10:47:26	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 157 to 158.

Reason: 2"
Information	10-10-2021 10:46:26	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎10T04:35:12.699179700Z
Wake Time: ‎2021‎-‎10‎-‎10T05:16:23.102135700Z

Wake Source: Power Button"
Error	10-10-2021 10:46:24	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	10-10-2021 10:46:23	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 155 to 157.

Reason: 2"
Information	10-10-2021 10:46:22	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 154 to 155.

Reason: 2"
Information	10-10-2021 10:46:20	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 207393714, SuspendEnd: 207393715
Information	10-10-2021 10:46:20	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 4, FullResume: 1017, AverageResume: 1021
Information	10-10-2021 10:46:20	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎10T05:16:20.500000000Z from ‎2021‎-‎10‎-‎10T04:35:26.947114400Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎10T10:46:20.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	10-10-2021 10:05:26	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	10-10-2021 10:05:22	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	10-10-2021 10:05:13	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 152 to 154.

Reason: 2"
Information	10-10-2021 10:05:00	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 151 to 152.

Reason: 2"
Warning	10-10-2021 09:51:42	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Error	10-10-2021 09:48:30	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	10-10-2021 09:48:28	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎10T04:12:40.750044200Z
Wake Time: ‎2021‎-‎10‎-‎10T04:18:25.914178800Z

Wake Source: Power Button"
Error	10-10-2021 09:48:28	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	10-10-2021 09:48:25	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 149 to 151.

Reason: 2"
Information	10-10-2021 09:48:25	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 148 to 149.

Reason: 2"
Information	10-10-2021 09:48:24	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 206371206, SuspendEnd: 206371208
Information	10-10-2021 09:48:24	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 3, FullResume: 1022, AverageResume: 1022
Information	10-10-2021 09:48:24	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎10T04:18:24.500000000Z from ‎2021‎-‎10‎-‎10T04:12:52.546055300Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎10T09:48:24.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	10-10-2021 09:42:52	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	10-10-2021 09:42:47	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	10-10-2021 09:42:41	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 146 to 148.

Reason: 2"
Information	10-10-2021 09:42:33	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 145 to 146.

Reason: 2"
Information	10-10-2021 09:36:40	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎10T04:02:25.044063200Z
Wake Time: ‎2021‎-‎10‎-‎10T04:06:36.193441500Z

Wake Source: Power Button"
Error	10-10-2021 09:36:38	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Error	10-10-2021 09:36:38	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	10-10-2021 09:36:36	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 143 to 145.

Reason: 2"
Information	10-10-2021 09:36:32	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 142 to 143.

Reason: 2"
Information	10-10-2021 09:36:31	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 205990137, SuspendEnd: 205990138
Information	10-10-2021 09:36:31	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 2, FullResume: 1023, AverageResume: 1022
Information	10-10-2021 09:36:31	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎10T04:06:31.500000000Z from ‎2021‎-‎10‎-‎10T04:02:45.821389300Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎10T09:36:31.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	10-10-2021 09:32:45	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	10-10-2021 09:32:41	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	10-10-2021 09:32:27	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 140 to 142.

Reason: 2"
Information	10-10-2021 09:32:06	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 139 to 140.

Reason: 2"
Warning	10-10-2021 09:03:45	Microsoft-Windows-DNS-Client	1014	(1014)	Name resolution for the name vortex.data.microsoft.com timed out after none of the configured DNS servers responded. Client PID 26708.
Warning	10-10-2021 08:56:48	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	10-10-2021 08:50:39	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.ZuneVideo_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 16 keys and creating 2 modified pages.
Information	10-10-2021 08:47:40	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Information	10-10-2021 08:45:18	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Error	10-10-2021 08:40:54	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Error	10-10-2021 08:40:49	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Warning	10-10-2021 08:36:44	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	10-10-2021 08:36:27	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	10-10-2021 08:36:09	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	10-10-2021 08:36:08	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from auto start to demand start.
Warning	10-10-2021 08:35:21	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{2593F8B9-4EAF-457C-B68A-50F6B8EA6B54}
 and APPID 
{15C20B67-12E7-4BB6-92BB-7AFF07997402}
 to the user LAPTOP-7EVMU4TQ\mahendra SID (S-1-5-21-38077573-387163758-1783380300-1002) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	10-10-2021 08:34:16	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\ProgramData\Packages\AppUp.IntelGraphicsExperience_8j3eq9eme6ctt\S-1-5-21-38077573-387163758-1783380300-1002\SystemAppData\Helium\Cache\474826dcceed1abe_COM15.dat was cleared updating 1 keys and creating 1 modified pages.
Information	10-10-2021 08:34:16	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\AppUp.IntelGraphicsExperience_8j3eq9eme6ctt\SystemAppData\Helium\UserClasses.dat was cleared updating 9 keys and creating 1 modified pages.
Information	10-10-2021 08:34:16	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\AppUp.IntelGraphicsExperience_8j3eq9eme6ctt\SystemAppData\Helium\User.dat was cleared updating 12 keys and creating 1 modified pages.
Information	10-10-2021 08:34:07	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.YourPhone_8wekyb3d8bbwe\Settings\settings.dat was cleared updating 28 keys and creating 10 modified pages.
Information	10-10-2021 08:33:53	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\Microsoft.Windows.StartMenuExperienceHost_cw5n1h2txyewy\Settings\settings.dat was cleared updating 8 keys and creating 1 modified pages.
Information	10-10-2021 08:33:53	Service Control Manager	7040	None	The start type of the Background Intelligent Transfer Service service was changed from demand start to auto start.
Information	10-10-2021 08:33:50	Microsoft-Windows-Kernel-General	16	None	The access history in hive \??\C:\Users\mahendra\AppData\Local\Packages\MicrosoftWindows.Client.CBS_cw5n1h2txyewy\Settings\settings.dat was cleared updating 86 keys and creating 10 modified pages.
Warning	10-10-2021 08:33:30	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Warning	10-10-2021 08:33:30	Microsoft-Windows-DistributedCOM	10016	None	"The application-specific permission settings do not grant Local Activation permission for the COM Server application with CLSID 
{6B3B8D23-FA8D-40B9-8DBD-B950333E2C52}
 and APPID 
{4839DDB7-58C2-48F5-8283-E1D1807D0D7D}
 to the user NT AUTHORITY\LOCAL SERVICE SID (S-1-5-19) from address LocalHost (Using LRPC) running in the application container Unavailable SID (Unavailable). This security permission can be modified using the Component Services administrative tool."
Information	10-10-2021 08:33:23	Microsoft-Windows-Winlogon	7001	(1101)	User Logon Notification for Customer Experience Improvement Program
Information	10-10-2021 08:33:12	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎10T02:48:18.590334400Z
Wake Time: ‎2021‎-‎10‎-‎10T03:03:09.677032200Z

Wake Source: Power Button"
Error	10-10-2021 08:33:12	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	10-10-2021 08:33:09	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 137 to 139.

Reason: 2"
Information	10-10-2021 08:33:09	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 136 to 137.

Reason: 2"
Information	10-10-2021 08:33:08	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 202412618, SuspendEnd: 202412619
Information	10-10-2021 08:33:08	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 1, FullResume: 1020, AverageResume: 1020
Information	10-10-2021 08:33:08	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎10T03:03:08.500000000Z from ‎2021‎-‎10‎-‎10T02:48:32.034164200Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎10T08:33:08.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	10-10-2021 08:18:32	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	10-10-2021 08:18:27	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	10-10-2021 08:18:19	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 134 to 136.

Reason: 2"
Information	10-10-2021 08:18:13	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 133 to 134.

Reason: 2"
Information	10-10-2021 08:13:11	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎09T19:30:05.162303700Z
Wake Time: ‎2021‎-‎10‎-‎10T02:43:08.709943400Z

Wake Source: Unknown"
Error	10-10-2021 08:13:09	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	10-10-2021 08:13:08	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 131 to 133.

Reason: 2"
Information	10-10-2021 08:13:06	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 130 to 131.

Reason: 2"
Information	10-10-2021 08:13:06	Microsoft-Windows-Kernel-Boot	32	(58)	The bootmgr spent 0 ms waiting for user input.
Information	10-10-2021 08:13:06	Microsoft-Windows-Kernel-Boot	18	(57)	There are 0x1 boot options on this system.
Information	10-10-2021 08:13:06	Microsoft-Windows-Kernel-Boot	30	(21)	The firmware reported boot metrics.
Information	10-10-2021 08:13:03	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎10T02:43:03.500000000Z from ‎2021‎-‎10‎-‎09T19:31:12.133649700Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎10T08:13:03.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	10-10-2021 01:01:12	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	10-10-2021 01:00:42	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: Application API"
Information	10-10-2021 01:00:42	Microsoft-Windows-Winlogon	7002	(1102)	User Logoff Notification for Customer Experience Improvement Program
Information	10-10-2021 01:00:05	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 129 to 130.

Reason: 2"
Information	10-10-2021 01:00:05	Microsoft-Windows-Kernel-Power	187	(243)	User-mode process attempted to change the system state by calling SetSuspendState or SetSystemPowerState APIs.
Information	10-10-2021 01:00:03	Microsoft-Windows-Winlogon	7002	(1102)	User Logoff Notification for Customer Experience Improvement Program
Information	10-10-2021 00:59:43	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	10-10-2021 00:59:24	User32	1074	None	"The process Explorer.EXE has initiated the power off of computer LAPTOP-7EVMU4TQ on behalf of user LAPTOP-7EVMU4TQ\mahendra for the following reason: Other (Unplanned)
 Reason Code: 0x0
 Shutdown Type: power off
 Comment: "
Information	10-10-2021 00:59:22	Application Popup	26	None	"Application popup: Windows : Other people are logged on to this computer. Shutting down Windows might cause them to lose data.

Do you want to continue shutting down?"
Information	10-10-2021 00:18:45	Microsoft-Windows-Power-Troubleshooter	1	None	"The system has returned from a low power state.

Sleep Time: ‎2021‎-‎10‎-‎09T18:44:06.275186500Z
Wake Time: ‎2021‎-‎10‎-‎09T18:48:41.399033500Z

Wake Source: Power Button"
Error	10-10-2021 00:18:45	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{9F961AE3-9423-4C8B-AB48-B1886999008B} because another computer on the network has the same name.  The server could not start.
Information	10-10-2021 00:18:42	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 127 to 129.

Reason: 2"
Error	10-10-2021 00:18:41	Server	2505	None	The server could not bind to the transport \Device\NetBT_Tcpip_{59426481-F96A-490F-9157-08A6F626BD36} because another computer on the network has the same name.  The server could not start.
Information	10-10-2021 00:18:40	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 126 to 127.

Reason: 2"
Information	10-10-2021 00:18:37	Microsoft-Windows-Kernel-Power	130	(33)	Firmware S3 times. SuspendStart: 199326467, SuspendEnd: 199326468
Information	10-10-2021 00:18:37	Microsoft-Windows-Kernel-Power	131	(33)	Firmware S3 times. ResumeCount: 6, FullResume: 1019, AverageResume: 1021
Information	10-10-2021 00:18:37	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎09T18:48:37.500000000Z from ‎2021‎-‎10‎-‎09T18:44:16.534338300Z.

Change Reason: System time synchronized with the hardware clock.
Process: '' (PID 4).

RTC time: ‎2021‎-‎10‎-‎10T00:18:37.500000000Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	10-10-2021 00:14:16	Microsoft-Windows-Kernel-Power	107	(102)	The system has resumed from sleep.
Information	10-10-2021 00:14:12	Microsoft-Windows-Kernel-Power	42	(64)	"The system is entering sleep.

Sleep Reason: System Idle"
Information	10-10-2021 00:14:07	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 124 to 126.

Reason: 2"
Information	10-10-2021 00:03:48	Microsoft-Windows-Kernel-Power	566	(268)	"The system session has transitioned from 123 to 124.

Reason: 2"
Information	09-10-2021 23:50:13	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎09T18:20:13.471579300Z from ‎2021‎-‎10‎-‎09T18:20:13.471474800Z.

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 20288).

RTC time: ‎2021‎-‎10‎-‎09T23:50:13.471579300Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	09-10-2021 23:50:13	Microsoft-Windows-Kernel-General	24	(11)	The time zone information was refreshed with exit reason 0. Current time zone bias is -330.
Information	09-10-2021 23:50:13	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎09T18:20:13.469080400Z from ‎2021‎-‎10‎-‎09T18:20:13.468503300Z.

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 20288).

RTC time: ‎2021‎-‎10‎-‎09T23:50:13.469080400Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	09-10-2021 23:50:13	Microsoft-Windows-Kernel-General	24	(11)	The time zone information was refreshed with exit reason 0. Current time zone bias is -330.
Information	09-10-2021 23:50:13	Microsoft-Windows-Time-Service	35	None	The time service is now synchronizing the system time with the time source time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->40.81.94.65:123) with reference id 1096700200. Current local stratum number is 4.
Information	09-10-2021 23:50:13	Microsoft-Windows-Kernel-General	1	(5)	"The system time has changed to ‎2021‎-‎10‎-‎09T18:20:13.466158400Z from ‎2021‎-‎10‎-‎09T18:20:11.914382500Z.

Change Reason: An application or system component changed the time.
Process: '\Device\HarddiskVolume3\Windows\System32\svchost.exe' (PID 20288).

RTC time: ‎2021‎-‎10‎-‎09T23:50:13.466158400Z
Current time zone bias: -330
RTC time is in UTC: false
System time was based on RTC time: false"
Information	09-10-2021 23:50:13	Microsoft-Windows-Kernel-General	24	(11)	The time zone information was refreshed with exit reason 0. Current time zone bias is -330.
Information	09-10-2021 23:50:11	Microsoft-Windows-Time-Service	37	None	The time provider NtpClient is currently receiving valid time data from time.windows.com,0x9 (ntp.m|0x9|0.0.0.0:123->40.81.94.65:123).
Information	09-10-2021 23:46:37	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\svchost.exe (process ID:1564) reset policy scheme from {48684d4a-8524-4093-8a63-ea7132b79c1c} to {48684d4a-8524-4093-8a63-ea7132b79c1c}
Information	09-10-2021 23:46:34	Microsoft-Windows-Kernel-Power	105	(100)	Power source change.
Information	09-10-2021 23:46:15	Microsoft-Windows-UserModePowerService	12	(10)	Process C:\Windows\System32\svchost.exe (process ID:1564) reset policy scheme from {48684d4a-8524-4093-8a63-ea7132b79c1c} to {48684d4a-8524-4093-8a63-ea7132b79c1c}
